unit_id,name,state,disclosure_score,gradeable,letter,earnings_10_yrs_after_entry_median,earnings_10_yrs_after_entry_median_disputed,completion_completion_rate_4yr_150nt,completion_completion_rate_4yr_150nt_disputed,admissions_admission_rate_overall,admissions_admission_rate_overall_disputed,aid_median_debt_completers_overall,aid_median_debt_completers_overall_disputed,cost_tuition_in_state,cost_tuition_in_state_disputed,student_size,student_size_disputed
112172,Citrus College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
112181,Citrus Heights Beauty College,CA,0.285714,true,F,missing,false,missing,false,missing,false,reported,false,missing,false,reported,false
112190,City College of San Francisco,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
112251,Claremont Graduate University,CA,0.214286,true,F,reported,false,missing,false,missing,false,missing,false,missing,false,missing,false
112260,Claremont McKenna College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
112288,Milan Institute-Visalia,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
112367,Clovis Adult Education,CA,0.357143,true,F,reported,false,missing,false,missing,false,missing,false,missing,false,reported,false
112385,Coastline Community College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
112394,University of Silicon Valley,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
112455,Coba Academy,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
112525,Western University of Health Sciences,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
112561,Columbia College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
112570,California College of ASU,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
112686,Compton College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
112826,Contra Costa College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
113096,Cosumnes River College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
113111,Crafton Hills College,CA,0.714286,true,C,reported,false,reported,false,missing,false,missing,false,reported,false,reported,false
113193,Cuesta College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
113218,Cuyamaca College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
113236,Cypress College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
113333,De Anza College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
113449,International School of Beauty Inc,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
113573,College of the Desert,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
113582,Design Institute of San Diego,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
113634,Diablo Valley College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
113698,Dominican University of California,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
113704,Dominican School of Philosophy & Theology,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
113856,East Los Angeles College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
113980,El Camino Community College District,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
114266,Evergreen Valley College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
114433,Feather River Community College District,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
114460,Federico Beauty Institute,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
114549,Fielding Graduate University,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
114585,Five Branches University,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
114637,Redondo Beach Beauty College,CA,0.142857,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,reported,false
114716,Foothill College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
114734,Franciscan School of Theology,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
114761,Fredrick and Charles Beauty College,CA,0.357143,true,F,reported,false,missing,false,missing,false,missing,false,missing,false,reported,false
114789,Fresno City College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
114813,Fresno Pacific University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
114840,Fuller Theological Seminary,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
114859,Fullerton College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
114938,Gavilan College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
114947,Gemological Institute of America-Carlsbad,CA,0.357143,true,F,reported,false,missing,false,missing,false,missing,false,missing,false,reported,false
115001,Glendale Community College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
115010,Glendale Career College,CA,0.714286,true,C,reported,false,reported,false,missing,false,reported,false,missing,false,reported,false
115083,Golden Gate University,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
115126,Golden West College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
115214,Graduate Theological Union,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
115296,Grossmont College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
115357,Salon Success Academy-Riverside,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
115393,Hartnell College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
115409,Harvey Mudd College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
115658,Hilltop Beauty School,CA,0.357143,true,F,reported,false,missing,false,missing,false,missing,false,missing,false,reported,false
115746,Pacifica Graduate Institute,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
115755,California State Polytechnic University-Humboldt,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
115773,Humphreys University,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
115861,Imperial Valley College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
115931,Institute for Business and Technology,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
116226,Interior Designers Institute,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
116439,Irvine Valley College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
116563,Bellus Academy-El Cajon,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
116846,American Jewish University,CA,0.571429,true,D,reported,false,reported,false,missing,false,missing,false,missing,false,reported,false
117052,Reedley College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
117104,Life Pacific University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
117140,University of La Verne,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
117168,Laguna College of Art and Design,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
117195,Lake Tahoe Community College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
117238,Lancaster Beauty School,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
117247,Laney College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
117274,Lassen Community College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
117283,Latin American Bible Institute,CA,0.642857,true,D,missing,false,reported,false,reported,false,missing,false,reported,false,reported,false
117520,Life Chiropractic College West,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
117557,Lincoln University,CA,0.714286,true,C,reported,false,reported,false,missing,false,missing,false,reported,false,reported,false
117575,Southern California Seminary,CA,0.714286,true,C,reported,false,reported,false,missing,false,missing,false,reported,false,reported,false
117627,La Sierra University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
117636,Loma Linda University,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
117645,Long Beach City College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
117672,Southern California University of Health Sciences,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
117690,Los Angeles Harbor College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
117706,Los Angeles Pierce College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
117715,Los Angeles Southwest College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
117724,Los Angeles Trade Technical College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
117733,Los Angeles Valley College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
117751,The Master's University and Seminary,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
117788,Los Angeles City College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
117803,Los Angeles County College of Nursing and Allied Health,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
117867,Los Angeles Mission College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
117894,Los Medanos College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
117946,Loyola Marymount University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
117955,Lu Ross Academy,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
118134,Lyle's College of Beauty,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
118143,Lyle's College of  Beauty,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
118161,Lytles Redwood Empire Beauty College,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
118198,MTI College,CA,0.642857,true,D,reported,false,missing,false,reported,false,reported,false,missing,false,reported,false
118347,College of Marin,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
118684,Mendocino College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
118693,Menlo College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
118718,Merced College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
118772,Merritt College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
118888,Northeastern University Oakland,CA,0.785714,true,C,reported,false,missing,false,reported,false,reported,false,reported,false,reported,false
118912,MiraCosta College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
118930,Mission College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
118958,Modern Beauty Academy,CA,0.357143,true,F,reported,false,missing,false,missing,false,missing,false,missing,false,reported,false
118976,Modesto Junior College,CA,0.714286,true,C,reported,false,reported,false,missing,false,missing,false,reported,false,reported,false
118994,Moler Barber College,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
119058,Middlebury Institute of International Studies at Monterey,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
119067,Monterey Peninsula College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
119137,Moorpark College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
119164,Mt San Antonio College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
119173,Mount Saint Mary's University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
119216,Mt San Jacinto Community College District,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
119270,Musicians Institute,CA,0.857143,true,B,reported,false,reported,false,reported,false,missing,false,reported,false,reported,false
119331,Napa Valley College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
119553,National Holistic Institute,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
119605,National University,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
119678,Naval Postgraduate School,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
119775,Newschool of Architecture and Design,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
119951,North Adrian's College of Beauty Inc,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
120069,North-West College-Pomona,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
120078,North-West College-West Covina,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
120087,North-West College-Van Nuys,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
120166,San Francisco Bay University,CA,0.428571,true,F,missing,false,missing,false,reported,false,missing,false,reported,false,reported,false
120184,Notre Dame de Namur University,CA,0.714286,true,C,reported,false,reported,false,missing,false,reported,false,missing,false,reported,false
120254,Occidental College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
120290,Ohlone College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
120342,Orange Coast College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
120403,Otis College of Art and Design,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
120421,Oxnard College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
120537,Hope International University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
120661,Concorde Career College-San Diego,CA,0.642857,true,D,reported,false,missing,false,reported,false,reported,false,missing,false,reported,false
120698,Palo Alto University,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
120768,Pacific Oaks College,CA,0.785714,true,C,reported,false,missing,false,reported,false,reported,false,reported,false,reported,false
120795,Pacific School of Religion,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
120838,Pacific States University,CA,0.500000,true,D,missing,false,reported,false,missing,false,missing,false,reported,false,reported,false
120865,Pacific Union College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
120883,University of the Pacific,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
120953,Palo Verde College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
120971,Palomar College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
121044,Pasadena City College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
121150,Pepperdine University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
121257,Pitzer College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
121309,Point Loma Nazarene University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
121345,Pomona College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
121363,Porterville College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
121433,Professional Institute of Beauty,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
121619,Santa Ana College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
121628,RAND School of Public Policy,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
121637,Shasta School of Cosmetology,CA,0.142857,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,reported,false
121691,University of Redlands,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
121707,College of the Redwoods,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
121859,Salon Success Academy-Upland,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
121868,Salon Success Academy-Corona,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
121886,Rio Hondo College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
121901,Riverside City College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
122117,Dongguk University Los Angeles,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
122180,Sacramento City College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
122205,Saddleback College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
122296,Samuel Merritt University,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
122339,San Diego City College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
122375,San Diego Mesa College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
122384,San Diego Miramar College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
122409,San Diego State University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
122436,University of San Diego,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
122506,San Francisco Conservatory of Music,CA,0.785714,true,C,missing,false,reported,false,reported,false,reported,false,reported,false,reported,false
122597,San Francisco State University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
122612,University of San Francisco,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
122649,San Joaquin College of Law,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
122658,San Joaquin Delta College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
122685,San Joaquin Valley College-Visalia,CA,0.714286,true,C,reported,false,reported,false,missing,false,reported,false,missing,false,reported,false
122694,San Joaquin Valley College-Bakersfield,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
122728,William Jessup University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
122746,San Jose City College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
122755,San Jose State University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
122791,College of San Mateo,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
122889,Santa Barbara City College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
122931,Santa Clara University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
122977,Santa Monica College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
123013,Santa Rosa Junior College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
123095,Saybrook University,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
123165,Scripps College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
123217,College of the Sequoias,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
123280,Shasta Bible College and Graduate School,CA,0.857143,true,B,reported,false,reported,false,reported,false,missing,false,reported,false,reported,false
123299,Shasta College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
123341,Sierra College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
123350,Sierra College of Beauty,CA,0.357143,true,F,reported,false,missing,false,missing,false,missing,false,missing,false,reported,false
123448,Trinity Law School,CA,0.357143,true,F,reported,false,missing,false,missing,false,reported,false,missing,false,missing,false
123457,Simpson University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
123484,College of the Siskiyous,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
123493,Charles A Jones Career and Education Center,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
123509,Skyline College,CA,0.714286,true,C,reported,false,reported,false,missing,false,missing,false,reported,false,reported,false
123527,San Bernardino Valley College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
123554,Saint Mary's College of California,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
123563,Solano Community College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
123572,Sonoma State University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
123633,South Baylo University,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
123642,South Coast College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
123651,Vanguard University of Southern California,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
123679,Concorde Career College-Garden Grove,CA,0.642857,true,D,reported,false,missing,false,reported,false,reported,false,missing,false,reported,false
123800,Southwestern College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
123916,Starr King School for the Ministry,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
123943,Marshall B Ketchum University,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
123952,Southern California Institute of Architecture,CA,0.857143,true,B,reported,false,reported,false,reported,false,missing,false,reported,false,reported,false
123961,University of Southern California,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
123970,Southwestern Law School,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
124113,Taft College,CA,0.714286,true,C,reported,false,reported,false,missing,false,missing,false,reported,false,reported,false
124283,Claremont School of Theology,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
124292,Thomas Aquinas College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
124487,Epic Bible College & Graduate School,CA,0.500000,true,D,reported,false,implausible,false,missing,false,missing,false,reported,false,reported,false
124681,UEI College-Huntington Park,CA,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
124706,Concorde Career College-San Bernardino,CA,0.642857,true,D,reported,false,missing,false,reported,false,reported,false,missing,false,reported,false
124937,Concorde Career College-North Hollywood,CA,0.642857,true,D,reported,false,missing,false,reported,false,reported,false,missing,false,reported,false
125028,Ventura College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
125037,The Colleges of Law at Ventura,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
125082,Bridges Beauty College,CA,0.357143,true,F,reported,false,missing,false,missing,false,missing,false,missing,false,reported,false
125091,Victor Valley College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
125170,Berkeley City College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
125231,Walden University,MN,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
125310,Waynes College of Beauty,CA,0.285714,true,F,missing,false,missing,false,missing,false,reported,false,missing,false,reported,false
125462,Coalinga College,CA,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
125471,West Los Angeles College,CA,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
125499,West Valley College,CA,0.357143,true,F,reported,false,missing,false,missing,false,missing,false,implausible,false,reported,false
125532,Carrington College-Sacramento,CA,0.714286,true,C,reported,false,reported,false,missing,false,reported,false,missing,false,reported,false
125718,Westminster Theological Seminary in California,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
125727,Westmont College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
125763,Whittier College,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
125897,Woodbury University,CA,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
126012,The Wright Institute,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
126049,Thomas Jefferson School of Law,CA,0.000000,true,F,missing,false,missing,false,missing,false,missing,false,missing,false,missing,false
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,0.857143,true,B,reported,false,reported,false,reported,false,missing,false,reported,false,reported,false
126119,Yuba College,CA,0.500000,true,D,reported,false,missing,false,missing,false,missing,false,reported,false,reported,false
126182,Adams State University,CO,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
126207,Aims Community College,CO,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
126289,Arapahoe Community College,CO,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
126359,Bel-Rea Institute of Animal Technology,CO,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
126562,University of Colorado Denver/Anschutz Medical Campus,CO,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
126580,University of Colorado Colorado Springs,CO,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
126605,Spartan College of Aeronautics and Technology,CO,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
126614,University of Colorado Boulder,CO,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
126669,Colorado Christian University,CO,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
126678,Colorado College,CO,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
126687,Concorde Career College-Aurora,CO,0.857143,true,B,reported,false,reported,false,reported,false,reported,false,missing,false,reported,false
126711,Colorado Mountain College,CO,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
126748,Colorado Northwestern Community College,CO,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
126775,Colorado School of Mines,CO,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
126784,Colorado School of Trades,CO,0.642857,true,D,reported,false,missing,false,reported,false,reported,false,missing,false,reported,false
126818,Colorado State University-Fort Collins,CO,1.000000,true,A,reported,false,reported,false,reported,false,reported,false,reported,false,reported,false
126827,Colorado Technical University-Colorado Springs,CO,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
126863,Community College of Aurora,CO,0.642857,true,D,reported,false,missing,false,missing,false,reported,false,reported,false,reported,false
126915,Technical College of the Rockies,CO,0.500000,true,D,reported,false,missing,false,missing,false,reported,false,missing,false,reported,false
126942,Community College of Denver,CO,0.857143,true,B,reported,false,reported,false,missing,false,reported,false,reported,false,reported,false
